sku,centro,model_first_flag,actual_first_markdown,delta_weeks
HK1155351ARST075,AB75,2025-10-27,2025-10-27,0.0
HK1155351ARST080,7501,2025-12-22,2025-12-22,0.0
HK1155351ARST085,7501,2025-12-15,2025-12-15,0.0
HK1155351ARST085,AB75,2025-07-14,2025-07-14,0.0
HK1155351ARST090,7501,2025-11-24,2025-12-01,1.0
HK1155351ARST090,AB75,2025-09-29,2025-09-29,0.0
HK1155351ARST095,7501,2025-12-29,2025-12-29,0.0
HK1155351ARST100,7501,2025-12-08,2025-12-08,0.0
HK1155351ARST100,AB75,2025-06-09,2025-06-09,0.0
HK1155351ARST105,7501,2026-01-26,2026-01-26,0.0
HK1155351ARST110,7501,2025-12-22,2025-12-22,0.0
HK1155351ARST110,AB75,2025-09-29,2025-09-29,0.0
HK1155351ARST115,7501,2025-11-24,2025-11-24,0.0
HK1155351ARST115,AB75,2025-07-14,2025-07-14,0.0
HK1155351ARST120,7501,2025-12-01,2025-12-01,0.0
HK1155351ARST120,AB75,2025-06-09,2025-06-09,0.0
HK1155351BBNB070,7501,2025-12-15,2025-12-15,0.0
HK1155351BBNB080,7501,2025-12-08,2025-12-08,0.0
HK1155351BBNB085,AB75,2025-05-05,2025-05-05,0.0
HK1155351BBNB090,7501,2025-09-22,2025-09-22,0.0
HK1155351BBNB090,AB75,2025-09-01,2025-09-01,0.0
HK1155351BBNB095,7501,2025-04-07,2025-04-07,0.0
HK1155351BBNB095,AB75,2025-08-04,2025-08-04,0.0
HK1155351BBNB100,7501,2025-11-17,2025-12-01,2.0
HK1155351BBNB105,AB75,2025-04-07,2025-04-07,0.0
HK1155351BBNB110,7501,2025-09-08,2025-09-08,0.0
HK1155351BBNB115,7501,2025-05-19,2025-05-19,0.0
HK1155370BBNB070,7501,2026-02-02,2026-02-02,0.0
HK1155370BBNB085,7501,2026-01-12,2026-01-12,0.0
HK1155370BBNB090,7501,2025-06-02,2025-06-02,0.0
HK1155370BBNB090,AB75,2025-10-06,2025-10-06,0.0
HK1155370BBNB095,7501,2025-11-24,2025-11-24,0.0
HK1155370BBNB095,AB75,2025-12-15,2025-12-15,0.0
HK1155370BBNB100,7501,2025-06-02,2025-06-02,0.0
HK1155370BBNB105,7501,2025-07-14,2025-07-14,0.0
HK1155370BBNB105,AB75,2025-09-22,2025-09-22,0.0
HK1155370BBNB110,7501,2026-02-09,2026-02-09,0.0
HK1155370BBNB115,AB75,2025-12-08,2025-12-08,0.0
HK1155370BBNB120,7501,2025-12-08,2025-12-08,0.0
HK1155370FCG070,7501,2026-01-26,2026-01-26,0.0
HK1155370FCG075,7501,2026-02-23,2026-03-02,1.0
HK1155370FCG080,AB75,2025-08-04,2025-08-04,0.0
HK1155370FCG085,7501,2026-02-23,2026-02-23,0.0
HK1155370FCG090,7501,2025-11-10,2025-11-10,0.0
HK1155370FCG090,AB75,2025-07-07,2025-07-07,0.0
HK1155370FCG100,7501,2026-01-26,2026-01-26,0.0
HK1155370FCG105,7501,2026-01-12,2026-01-12,0.0
HK1155370FCG110,7501,2026-01-12,2026-01-12,0.0
HK1155370FCG120,7501,2026-03-02,2026-03-02,0.0
HK1161990BCMN080,AB75,2026-02-16,2026-02-16,0.0
HK1161990BCMN090,AB75,2026-02-23,2026-02-23,0.0
HK1161990BCMN105,7502,2026-02-23,2026-02-23,0.0
HK1161990BCMN110,7501,2026-03-02,2026-03-02,0.0
HK1161990BCMN115,7502,2026-02-23,2026-02-23,0.0
HK1161990BCMN125,AB75,2026-02-16,2026-02-16,0.0
HK1161990BKSK085,AB75,2025-12-15,2025-12-15,0.0
HK1161990BKSK095,7501,2025-11-03,2025-11-03,0.0
HK1161990BKSK095,7502,2026-01-12,2026-01-12,0.0
HK1161990BKSK095,AB75,2026-03-02,2026-03-02,0.0
HK1161990BKSK100,7501,2025-12-08,2025-12-08,0.0
HK1161990BKSK100,AB75,2025-12-29,2025-12-29,0.0
HK1161990BKSK105,7501,2026-02-09,2026-02-09,0.0
HK1161990BKSK105,7502,2025-12-01,2025-12-01,0.0
HK1161990BKSK105,AB75,2025-12-29,2025-12-29,0.0
HK1161990BKSK110,AB75,2026-01-05,2026-01-05,0.0
HK1161990BKSK115,AB75,2025-10-27,2025-10-27,0.0
HK1161990BKSK120,AB75,2026-01-12,2026-01-12,0.0
HK1161990ZTM080,7501,2025-11-17,2025-11-24,1.0
HK1161990ZTM080,AB75,2025-06-09,2025-06-09,0.0
HK1161990ZTM085,7501,2025-11-24,2025-11-24,0.0
HK1161990ZTM085,AB75,2025-08-11,2025-08-11,0.0
HK1161990ZTM090,7501,2025-11-17,2025-11-24,1.0
HK1161990ZTM090,AB75,2025-06-30,2025-06-30,0.0
HK1161990ZTM095,7501,2025-06-30,2025-06-30,0.0
HK1161990ZTM095,AB75,2025-07-14,2025-07-14,0.0
HK1161990ZTM100,7501,2025-06-23,2025-06-23,0.0
HK1161990ZTM110,7501,2025-06-23,2025-06-23,0.0
HK1161990ZTM120,7501,2025-09-29,2025-09-29,0.0
HK1162010FPR055,7501,2025-11-24,2025-11-24,0.0
HK1162010FPR060,AB75,2025-09-22,2025-09-22,0.0
HK1162010FPR065,7501,2026-02-23,2026-03-16,3.0
HK1162010FPR070,7501,2025-11-24,2025-11-24,0.0
HK1162010FPR075,7501,2025-06-23,2025-06-23,0.0
HK1162010FPR075,AB75,2025-10-20,2025-10-20,0.0
HK1162010FPR080,7501,2025-10-27,2025-10-27,0.0
HK1162010FPR080,AB75,2025-08-04,2025-08-04,0.0
HK1162010FPR085,AB75,2025-08-11,2025-08-11,0.0
HK1162010NNH055,AB75,2025-11-03,2025-11-03,0.0
HK1162010NNH065,7501,2025-12-01,2025-12-01,0.0
HK1162010NNH080,7502,2026-01-12,2026-01-12,0.0
HK1162010NNH085,7501,2026-01-26,2026-01-26,0.0
HK1162011BBLC080,7501,2025-09-22,2025-09-29,1.0
HK1162011BBLC080,AB75,2025-09-22,2025-09-22,0.0
HK1162011BBLC085,7501,2025-09-22,2025-09-29,1.0
HK1162011BBLC085,AB75,2025-10-27,2025-10-27,0.0
HK1162011BBLC090,7501,2025-09-22,2025-09-29,1.0
HK1162011BBLC090,7502,2025-10-13,2025-10-13,0.0
HK1162011BBLC090,AB75,2025-10-06,2025-10-13,1.0
HK1162011BBLC095,7501,2025-09-22,2025-09-22,0.0
HK1162011BBLC095,7502,2025-10-13,2025-10-13,0.0
HK1162011BBLC095,AB75,2025-09-29,2025-09-29,0.0
HK1162011BBLC100,7501,2025-09-22,2025-09-22,0.0
HK1162011BBLC100,7502,2025-10-06,2025-10-06,0.0
HK1162011BBLC100,AB75,2025-09-22,2025-09-22,0.0
HK1162011BBLC105,7501,2025-09-22,2025-11-17,8.0
HK1162011BBLC105,7502,2025-12-08,2025-12-08,0.0
HK1162011BBLC105,AB75,2025-10-13,2025-10-13,0.0
HK1162011BBLC110,7501,2025-09-22,2025-09-22,0.0
HK1162011BBLC110,7502,2026-03-09,2026-03-16,1.0
HK1162011BBLC110,AB75,2025-10-20,2025-10-20,0.0
HK1162011BBLC115,7501,2025-09-22,2025-09-22,0.0
HK1162011BBLC115,7502,2025-10-20,2025-10-20,0.0
HK1162011BBLC115,AB75,2025-09-22,2025-09-22,0.0
HK1162011BBLC120,7501,2025-09-22,2025-09-29,1.0
HK1162011BBLC120,7502,2025-10-13,2025-10-13,0.0
HK1162011BBLC120,AB75,2025-09-22,2025-09-22,0.0
HK1162011BBLC125,7501,2025-09-22,2025-09-22,0.0
HK1162011BBLC125,AB75,2025-09-29,2025-09-29,0.0
HK1162011BBLC130,AB75,2026-03-02,2026-03-02,0.0
HK1162011BWHT080,7501,2026-02-16,2026-02-16,0.0
HK1162011BWHT080,7502,2025-09-29,2025-09-29,0.0
HK1162011BWHT080,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT080,AB75,2026-01-05,2026-01-05,0.0
HK1162011BWHT085,7501,2026-02-16,2026-02-16,0.0
HK1162011BWHT085,7502,2025-10-20,2025-10-20,0.0
HK1162011BWHT085,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT085,AB75,2025-11-03,2025-11-03,0.0
HK1162011BWHT090,7501,2025-12-01,2025-12-01,0.0
HK1162011BWHT090,7502,2025-10-06,2025-10-06,0.0
HK1162011BWHT090,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT095,7501,2025-12-01,2025-12-01,0.0
HK1162011BWHT095,7502,2025-09-29,2025-09-29,0.0
HK1162011BWHT095,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT095,AB75,2025-11-10,2025-11-10,0.0
HK1162011BWHT100,7501,2025-12-15,2025-12-15,0.0
HK1162011BWHT100,7502,2025-09-29,2025-09-29,0.0
HK1162011BWHT100,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT100,AB75,2025-10-20,2025-10-20,0.0
HK1162011BWHT105,7501,2025-11-24,2025-11-24,0.0
HK1162011BWHT105,7502,2026-01-12,2026-01-12,0.0
HK1162011BWHT105,AB75,2025-09-22,2025-09-22,0.0
HK1162011BWHT110,7501,2025-10-13,2025-10-13,0.0
HK1162011BWHT110,7502,2025-12-29,2025-12-29,0.0
HK1162011BWHT110,AB75,2025-12-15,2025-12-15,0.0
HK1162011BWHT115,7501,2025-10-27,2025-10-27,0.0
HK1162011BWHT115,7502,2025-12-01,2025-12-01,0.0
HK1162011BWHT115,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT115,AB75,2025-10-13,2025-10-13,0.0
HK1162011BWHT120,7502,2025-10-06,2025-10-06,0.0
HK1162011BWHT120,7599,2026-01-05,2026-01-05,0.0
HK1162011BWHT120,AB75,2025-09-22,2025-09-22,0.0
HK1162011CBLL075,7501,2026-02-23,2026-02-23,0.0
HK1162011CBLL080,AB75,2026-03-09,2026-03-09,0.0
HK1162011CBLL090,7501,2026-03-09,2026-03-09,0.0
HK1162011CBLL100,7501,2026-03-02,2026-03-02,0.0
HK1162011CBLL105,7501,2026-03-09,2026-03-09,0.0
HK1162011CBLL110,7501,2026-03-02,2026-03-02,0.0
HK1162011CBLL115,7501,2026-02-23,2026-02-23,0.0
HK1162011DNP080,7501,2025-05-05,2025-05-12,1.0
HK1162011DNP080,7502,2025-10-13,2025-10-13,0.0
HK1162011DNP085,7501,2025-04-07,2025-04-07,0.0
HK1162011DNP085,7502,2025-10-13,2025-10-13,0.0
HK1162011DNP090,7501,2025-03-31,2025-03-31,0.0
HK1162011DNP090,7502,2025-10-27,2025-10-27,0.0
HK1162011DNP090,AB75,2025-06-16,2025-06-16,0.0
HK1162011DNP095,7501,2025-03-24,2025-05-26,9.0
HK1162011DNP095,7502,2025-10-06,2025-10-06,0.0
HK1162011DNP095,AB75,2025-04-07,2025-04-07,0.0
HK1162011DNP100,7501,2025-03-24,2025-03-31,1.0
HK1162011DNP100,7502,2025-10-06,2025-10-06,0.0
HK1162011DNP100,AB75,2025-03-31,2025-03-31,0.0
HK1162011DNP105,7501,2025-03-24,2025-03-31,1.0
HK1162011DNP105,7502,2025-10-27,2025-10-27,0.0
HK1162011DNP105,AB75,2025-03-31,2025-03-31,0.0
HK1162011DNP110,7501,2025-03-24,2025-03-31,1.0
HK1162011DNP110,7502,2025-10-13,2025-10-13,0.0
HK1162011DNP110,AB75,2025-03-31,2025-03-31,0.0
HK1162011DNP115,7501,2025-03-24,2025-05-05,6.0
HK1162011DNP115,7502,2025-10-20,2025-10-20,0.0
HK1162011DNP115,AB75,2025-04-14,2025-04-14,0.0
HK1162011DNP120,7502,2025-10-20,2025-10-20,0.0
HK1162011FNF080,7501,2025-06-23,2025-06-23,0.0
HK1162011FNF085,AB75,2025-08-25,2025-08-25,0.0
HK1162011FNF090,7501,2025-06-23,2025-06-23,0.0
HK1162011FNF090,AB75,2025-08-18,2025-08-18,0.0
HK1162011FNF095,7501,2025-09-08,2025-09-08,0.0
HK1162011FNF095,AB75,2025-07-21,2025-07-21,0.0
HK1162011FNF100,7501,2025-09-22,2025-09-22,0.0
HK1162011FNF110,7501,2025-06-16,2026-03-09,38.0
HK1162011FNF115,7501,2025-09-15,2025-09-15,0.0
HK1162011FNF120,7501,2025-06-16,2025-06-16,0.0
HK1162011GCTC085,7501,2026-03-09,2026-03-09,0.0
HK1162011GCTC095,7501,2026-02-23,2026-02-23,0.0
HK1162011GCTC105,7501,2026-02-23,2026-02-23,0.0
HK1162011LNMT080,7501,2025-05-12,2025-05-19,1.0
HK1162011LNMT080,AB75,2025-04-28,2025-04-28,0.0
HK1162011LNMT085,7501,2025-03-31,2025-03-31,0.0
HK1162011LNMT085,AB75,2025-03-31,2025-03-31,0.0
HK1162011LNMT090,AB75,2025-05-19,2025-05-19,0.0
HK1162011LNMT095,7501,2025-04-07,2025-04-07,0.0
HK1162011LNMT095,AB75,2025-03-31,2025-03-31,0.0
HK1162011LNMT100,7501,2025-05-05,2025-05-12,1.0
HK1162011LNMT100,AB75,2025-03-24,2025-03-24,0.0
HK1162011LNMT105,7501,2025-04-21,2025-04-21,0.0
HK1162011LNMT105,AB75,2025-03-24,2025-03-24,0.0
HK1162011LNMT110,AB75,2025-04-14,2025-04-14,0.0
HK1162011LNMT115,7501,2025-04-14,2025-04-14,0.0
HK1162011LNMT115,AB75,2025-07-07,2025-07-07,0.0
HK1162011LNMT120,7501,2025-05-12,2025-05-19,1.0
HK1162011MVR085,7501,2026-02-23,2026-02-23,0.0
HK1162011MVR090,7501,2026-02-23,2026-02-23,0.0
HK1162011MVR090,AB75,2026-03-09,2026-03-09,0.0
HK1162011MVR095,7501,2026-03-02,2026-03-02,0.0
HK1162011MVR100,7501,2026-03-09,2026-03-09,0.0
HK1162011MVR100,AB75,2026-03-09,2026-03-09,0.0
HK1162011MVR115,7501,2026-02-23,2026-02-23,0.0
HK1162011MVR115,AB75,2026-03-09,2026-03-09,0.0
HK1162011MVR125,AB75,2026-03-09,2026-03-09,0.0
HK1162011NYZS105,7501,2026-02-23,2026-02-23,0.0
HK1162011NYZS125,AB75,2026-03-09,2026-03-09,0.0
HK1162011SLHK085,7599,2026-01-05,2026-01-05,0.0
HK1162011SLHK085,AB75,2025-09-29,2025-09-29,0.0
HK1162011SLHK090,7501,2025-12-08,2025-12-08,0.0
HK1162011SLHK090,AB75,2026-01-12,2026-01-12,0.0
HK1162011SLHK095,AB75,2025-09-29,2025-09-29,0.0
HK1162011SLHK100,7501,2025-12-15,2025-12-15,0.0
HK1162011SLHK100,7599,2026-01-05,2026-01-05,0.0
HK1162011SLHK100,AB75,2025-09-29,2025-09-29,0.0
HK1162011SLHK105,7501,2025-10-20,2025-10-20,0.0
HK1162011SLHK105,7599,2026-01-05,2026-01-05,0.0
HK1162011SLHK105,AB75,2025-09-22,2025-09-22,0.0
HK1162011SLHK110,7501,2025-12-22,2025-12-22,0.0
HK1162011SLHK110,7599,2026-01-05,2026-01-05,0.0
HK1162011SLHK110,AB75,2025-09-22,2025-09-22,0.0
HK1162011SLHK115,7599,2026-01-05,2026-01-05,0.0
HK1162011SLHK115,AB75,2025-12-29,2025-12-29,0.0
HK1162011SLHK120,7599,2026-01-05,2026-01-05,0.0
HK1162011SNTF080,AB75,2025-11-24,2025-11-24,0.0
HK1162011SNTF090,7501,2025-11-17,2025-11-17,0.0
HK1162011SNTF090,AB75,2025-10-06,2025-10-06,0.0
HK1162011SNTF095,7501,2026-02-16,2026-02-16,0.0
HK1162011SNTF095,AB75,2025-10-06,2025-10-06,0.0
HK1162011SNTF100,7501,2025-10-27,2025-10-27,0.0
HK1162011SNTF100,AB75,2025-12-29,2025-12-29,0.0
HK1162011SNTF105,AB75,2025-10-20,2025-10-20,0.0
HK1162011SNTF110,7501,2025-12-01,2025-12-01,0.0
HK1162011SNTF110,AB75,2025-10-06,2025-10-06,0.0
HK1162011SNTF115,AB75,2025-12-08,2025-12-08,0.0
HK1162011SNTF120,AB75,2025-11-17,2025-11-17,0.0
HK1162011SNTF125,AB75,2025-09-22,2025-09-22,0.0
HK1162011SNTF130,AB75,2025-09-22,2025-09-22,0.0
HK1162011SSTC080,AB75,2025-12-15,2025-12-15,0.0
HK1162011SSTC085,7502,2025-10-06,2025-10-06,0.0
HK1162011SSTC085,7599,2026-01-05,2026-01-05,0.0
HK1162011SSTC085,AB75,2025-10-20,2025-10-20,0.0
HK1162011SSTC090,7501,2025-09-29,2025-09-29,0.0
HK1162011SSTC090,7502,2025-09-29,2025-09-29,0.0
HK1162011SSTC090,7599,2025-11-24,2025-11-24,0.0
HK1162011SSTC090,AB75,2025-09-29,2025-09-29,0.0
HK1162011SSTC095,7501,2025-11-24,2025-12-01,1.0
HK1162011SSTC095,7502,2025-09-29,2025-09-29,0.0
HK1162011SSTC095,7599,2026-01-05,2026-01-05,0.0
HK1162011SSTC095,AB75,2025-09-22,2025-09-22,0.0
HK1162011SSTC100,7501,2026-02-09,2026-02-09,0.0
HK1162011SSTC100,7502,2025-10-06,2025-10-06,0.0
HK1162011SSTC100,7599,2025-11-24,2025-11-24,0.0
HK1162011SSTC100,AB75,2025-09-22,2025-09-22,0.0
HK1162011SSTC105,7501,2025-09-29,2025-09-29,0.0
HK1162011SSTC105,7502,2025-10-13,2025-10-13,0.0
HK1162011SSTC105,7599,2026-01-05,2026-01-05,0.0
HK1162011SSTC105,AB75,2025-09-22,2025-09-22,0.0
HK1162011SSTC110,7501,2026-02-16,2026-02-23,1.0
HK1162011SSTC110,7502,2025-12-22,2025-12-22,0.0
HK1162011SSTC110,7599,2025-11-24,2025-11-24,0.0
HK1162011SSTC110,AB75,2026-01-26,2026-01-26,0.0
HK1162011SSTC115,7502,2025-10-13,2025-10-13,0.0
HK1162011SSTC120,7502,2025-12-08,2025-12-08,0.0
HK1162011SSTC120,7599,2026-01-05,2026-01-05,0.0
HK1162011SSTC120,AB75,2025-11-10,2025-11-10,0.0
HK1162012AGH055,7501,2025-05-19,2025-05-19,0.0
HK1162012AGH055,AB75,2025-04-07,2025-04-07,0.0
HK1162012AGH065,7501,2025-05-12,2025-05-12,0.0
HK1162012AGH065,AB75,2025-04-07,2025-04-07,0.0
HK1162012AGH070,7501,2025-05-05,2025-05-19,2.0
HK1162012AGH070,AB75,2025-04-21,2025-04-21,0.0
HK1162012AGH075,7501,2025-03-31,2025-03-31,0.0
HK1162012AGH075,AB75,2025-04-14,2025-04-14,0.0
HK1162012AGH080,7501,2025-05-05,2025-05-05,0.0
HK1162012AGH085,7501,2025-05-12,2025-05-19,1.0
HK1162012AGH085,AB75,2025-04-14,2025-04-14,0.0
HK1162012AGH090,7501,2025-05-05,2025-05-19,2.0
HK1162012AGH090,AB75,2025-04-28,2025-04-28,0.0
HK1162012ALBST055,AB75,2026-02-16,2026-02-16,0.0
HK1162012ALBST060,7599,2025-11-24,2025-11-24,0.0
HK1162012ALBST065,7501,2026-03-02,2026-03-09,1.0
HK1162012ALBST065,7599,2025-11-24,2025-11-24,0.0
HK1162012ALBST065,AB75,2025-10-13,2025-10-13,0.0
HK1162012ALBST070,7501,2025-12-15,2025-12-15,0.0
HK1162012ALBST070,7599,2025-11-24,2025-11-24,0.0
HK1162012ALBST070,AB75,2025-10-06,2025-10-06,0.0
HK1162012ALBST075,7501,2025-11-17,2025-11-17,0.0
HK1162012ALBST075,7599,2025-11-24,2025-11-24,0.0
HK1162012ALBST075,AB75,2025-09-22,2025-09-22,0.0
HK1162012ALBST080,7501,2025-10-27,2025-10-27,0.0
HK1162012ALBST080,7599,2025-11-24,2025-11-24,0.0
HK1162012ALBST080,AB75,2025-11-03,2025-11-03,0.0
HK1162012ALBST085,7501,2025-10-20,2025-10-20,0.0
HK1162012ALBST085,7599,2025-11-24,2025-11-24,0.0
HK1162012ALBST085,AB75,2025-10-20,2025-10-20,0.0
HK1162012ALBST090,AB75,2025-09-29,2025-09-29,0.0
HK1162012ALBST095,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC055,7501,2026-02-23,2026-02-23,0.0
HK1162012BBLC055,7502,2025-10-06,2025-10-06,0.0
HK1162012BBLC055,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC060,7501,2025-09-29,2025-09-29,0.0
HK1162012BBLC060,7502,2025-11-24,2025-11-24,0.0
HK1162012BBLC060,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC065,7501,2025-11-03,2025-11-03,0.0
HK1162012BBLC065,7502,2025-10-06,2025-10-06,0.0
HK1162012BBLC065,AB75,2025-12-01,2025-12-01,0.0
HK1162012BBLC070,7501,2025-09-22,2025-09-22,0.0
HK1162012BBLC070,7502,2025-09-29,2025-09-29,0.0
HK1162012BBLC070,AB75,2025-09-29,2025-09-29,0.0
HK1162012BBLC075,7501,2025-09-29,2025-09-29,0.0
HK1162012BBLC075,7502,2026-01-05,2026-01-05,0.0
HK1162012BBLC075,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC080,7501,2025-09-22,2025-09-22,0.0
HK1162012BBLC080,7502,2025-09-29,2025-09-29,0.0
HK1162012BBLC080,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC085,7501,2026-03-02,2026-03-02,0.0
HK1162012BBLC085,7502,2025-09-29,2025-09-29,0.0
HK1162012BBLC085,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC090,7501,2025-09-22,2025-09-22,0.0
HK1162012BBLC090,7502,2025-10-27,2025-10-27,0.0
HK1162012BBLC090,AB75,2025-09-22,2025-09-22,0.0
HK1162012BBLC095,AB75,2025-10-27,2025-10-27,0.0
HK1162012BTF055,7501,2025-05-12,2025-06-09,4.0
HK1162012BTF055,AB75,2025-06-02,2025-06-02,0.0
HK1162012BTF060,7501,2025-05-05,2025-05-05,0.0
HK1162012BTF060,AB75,2025-04-07,2025-04-07,0.0
HK1162012BTF065,7501,2025-05-12,2025-05-19,1.0
HK1162012BTF065,AB75,2025-04-21,2025-04-21,0.0
HK1162012BTF070,AB75,2025-03-31,2025-03-31,0.0
HK1162012BTF075,7501,2025-04-14,2025-04-14,0.0
HK1162012BTF075,AB75,2025-03-31,2025-03-31,0.0
HK1162012BTF080,7501,2025-03-31,2025-03-31,0.0
HK1162012BTF080,AB75,2025-05-05,2025-05-05,0.0
HK1162012BTF085,7501,2025-04-07,2025-04-07,0.0
HK1162012BTF085,AB75,2025-04-21,2025-04-21,0.0
HK1162012BTF090,7501,2025-05-05,2025-05-12,1.0
HK1162012BTF090,AB75,2025-05-12,2025-05-12,0.0
HK1162012BWHT055,7501,2025-06-16,2025-06-16,0.0
HK1162012BWHT055,7502,2025-12-01,2025-12-01,0.0
HK1162012BWHT055,AB75,2025-08-11,2025-08-11,0.0
HK1162012BWHT060,7502,2025-12-15,2025-12-15,0.0
HK1162012BWHT060,AB75,2025-03-31,2025-03-31,0.0
HK1162012BWHT065,7501,2025-05-05,2025-05-05,0.0
HK1162012BWHT065,7502,2025-10-20,2025-10-20,0.0
HK1162012BWHT065,7599,2026-01-05,2026-01-05,0.0
HK1162012BWHT065,AB75,2025-03-31,2025-03-31,0.0
HK1162012BWHT070,7501,2025-11-17,2025-12-22,5.0
HK1162012BWHT070,7502,2025-10-20,2025-10-20,0.0
HK1162012BWHT070,7599,2025-11-24,2025-11-24,0.0
HK1162012BWHT070,AB75,2025-05-12,2025-05-12,0.0
HK1162012BWHT075,7501,2025-03-31,2025-03-31,0.0
HK1162012BWHT075,7502,2025-10-20,2025-10-20,0.0
HK1162012BWHT075,7599,2026-01-05,2026-01-05,0.0
HK1162012BWHT075,AB75,2025-05-05,2025-05-05,0.0
HK1162012BWHT080,7501,2025-04-14,2025-04-14,0.0
HK1162012BWHT080,7502,2025-12-15,2025-12-15,0.0
HK1162012BWHT080,7599,2025-11-24,2025-11-24,0.0
HK1162012BWHT080,AB75,2025-05-05,2025-05-05,0.0
HK1162012BWHT085,7501,2026-03-09,2026-03-09,0.0
HK1162012BWHT085,7599,2025-11-24,2025-11-24,0.0
HK1162012BWHT085,AB75,2025-03-24,2025-03-24,0.0
HK1162012BWHT090,7502,2026-02-09,2026-02-16,1.0
HK1162012BWHT090,AB75,2025-04-21,2025-04-21,0.0
HK1162012BWHT095,AB75,2026-02-02,2026-02-02,0.0
HK1162012BWHT100,AB75,2025-12-22,2025-12-22,0.0
HK1162012CYG065,7599,2026-01-05,2026-01-05,0.0
HK1162012CYG070,7599,2026-01-05,2026-01-05,0.0
HK1162012CYG075,7599,2026-01-05,2026-01-05,0.0
HK1162012CYG080,7501,2026-02-16,2026-02-16,0.0
HK1162012CYG080,7599,2026-01-05,2026-01-05,0.0
HK1162012CYG085,7501,2026-02-16,2026-02-16,0.0
HK1162012MBLW065,AB75,2026-03-16,2026-03-16,0.0
HK1162012MBLW075,AB75,2026-03-09,2026-03-09,0.0
HK1162012MBLW085,7501,2026-03-16,2026-03-16,0.0
HK1162012NYZS070,AB75,2026-03-16,2026-03-16,0.0
HK1162012NYZS075,7501,2026-03-16,2026-03-16,0.0
HK1162012NYZS080,AB75,2026-03-09,2026-03-09,0.0
HK1162012RLTT055,7502,2025-10-27,2025-10-27,0.0
HK1162012RLTT055,AB75,2025-10-20,2025-10-20,0.0
HK1162012RLTT060,7501,2025-09-29,2025-09-29,0.0
HK1162012RLTT065,7501,2025-10-27,2025-10-27,0.0
HK1162012RLTT065,7502,2025-09-29,2025-09-29,0.0
HK1162012RLTT065,AB75,2025-11-24,2025-11-24,0.0
HK1162012RLTT070,7502,2025-10-13,2025-10-13,0.0
HK1162012RLTT070,AB75,2025-11-24,2025-12-01,1.0
HK1162012RLTT075,7501,2025-12-15,2025-12-15,0.0
HK1162012RLTT075,7502,2025-09-29,2025-09-29,0.0
HK1162012RLTT075,AB75,2025-09-22,2025-09-22,0.0
HK1162012RLTT080,7501,2025-09-29,2025-09-29,0.0
HK1162012RLTT080,7502,2025-10-06,2025-10-06,0.0
HK1162012RLTT080,AB75,2025-10-06,2025-10-06,0.0
HK1162012RLTT085,7502,2025-10-06,2025-10-06,0.0
HK1162012RLTT085,AB75,2025-09-22,2025-09-22,0.0
HK1162012RLTT090,7502,2025-10-27,2025-10-27,0.0
HK1162012RLTT095,AB75,2025-09-29,2025-09-29,0.0
HK1162012RLTT100,7501,2025-12-08,2025-12-08,0.0
HK1162012RLTT100,AB75,2025-12-08,2025-12-08,0.0
HK1162012TLSL055,AB75,2026-02-02,2026-02-02,0.0
HK1162012TLSL065,7501,2025-12-29,2025-12-29,0.0
HK1162012TLSL065,7502,2025-09-29,2025-09-29,0.0
HK1162012TLSL065,AB75,2026-02-16,2026-02-16,0.0
HK1162012TLSL070,7502,2025-09-29,2025-09-29,0.0
HK1162012TLSL070,7599,2026-01-05,2026-01-05,0.0
HK1162012TLSL070,AB75,2025-11-17,2025-11-17,0.0
HK1162012TLSL075,7501,2025-11-03,2025-11-03,0.0
HK1162012TLSL075,7502,2026-01-26,2026-01-26,0.0
HK1162012TLSL075,AB75,2025-10-20,2025-10-20,0.0
HK1162012TLSL080,7501,2025-11-03,2025-11-03,0.0
HK1162012TLSL080,7502,2025-12-01,2025-12-01,0.0
HK1162012TLSL080,7599,2026-01-05,2026-01-05,0.0
HK1162012TLSL080,AB75,2025-11-17,2025-11-17,0.0
HK1162012TLSL085,7502,2025-10-20,2025-10-20,0.0
HK1162012TLSL085,7599,2026-01-05,2026-01-05,0.0
HK1162012TLSL085,AB75,2025-09-22,2025-09-22,0.0
HK1162012TLSL090,7599,2026-01-05,2026-01-05,0.0
HK1162012TLSL090,AB75,2025-09-29,2025-09-29,0.0
HK1162012VCH060,7501,2026-02-23,2026-02-23,0.0
HK1162012VCH060,7502,2026-03-16,2026-03-16,0.0
HK1162012VCH070,7501,2026-02-23,2026-02-23,0.0
HK1162012VCH070,AB75,2026-03-16,2026-03-16,0.0
HK1162012VCH075,7501,2026-02-23,2026-02-23,0.0
